INCHIKEY,name,orig_target_ann,target_count,targets,DTXSID
JKKFKPJIXZFSSB-UHFFFAOYSA-N,Estropipate,Estrogen Receptor/ERR,,,
DZMVCVMFETWNIU-UHFFFAOYSA-N,Ceftezole,Anti-infection,,,
YZMCKZRAOLZXAZ-UHFFFAOYSA-N,sulfaisodimidine,Anti-infection,,,
VFEDRRNHLBGPNN-UHFFFAOYSA-N,Nimustine Hydrochloride,DNA/RNA Synthesis,,,
OJMMVQQUTAEWLP-UHFFFAOYSA-N,Lincomycin Hydrochloride Monohydrate,Anti-infection,,,
AHUXISVXKYLQOD-UHFFFAOYSA-N,Cephradine monohydrate,Anti-infection,,,
OIRDTQYFTABQOQ-UHFFFAOYSA-N,Vidarabine monohydrate,DNA/RNA Synthesis,4,"ADORA2B, ADORA1, ADORA2A, ADORA3",DTXSID1022558
LSQZJLSUYDQPKJ-UHFFFAOYSA-N,Amoxicillin trihydrate,Anti-infection,,,
LCQLHJZYVOQKHU-UHFFFAOYSA-N,Carglumic Acid,Others,,,
YZBILXXOZFORFE-UHFFFAOYSA-N,6-Methoxy-2-naphthoic acid,NMDAR,,,
CMCCHHWTTBEZNM-UHFFFAOYSA-N,Bromisoval,Others,,,
ARKKGZQTGXJVKW-UHFFFAOYSA-N,"PSI-6206 (RO-2433, GS-331007)",HCV Protease,,,
PXWLVJLKJGVOKE-UHFFFAOYSA-N,Propyphenazone (4-Isopropylantipyrine),Others,,,
HEUHJQACTZEVDO-UHFFFAOYSA-N,Pyridoxal phosphate,Vitamin,,,
ATMNQRRJNBCQJO-UHFFFAOYSA-N,"HTHQ(1-O-Hexyl-2,3,5-trimethylhydroquinone)",Others,,,
IIKGWGCSARLGNN-UHFFFAOYSA-N,NU2058,CDK,,,
OKVOKULYZXODKU-UHFFFAOYSA-N,AWD 131-138,Others,,,
YBGZDTIWKVFICR-UHFFFAOYSA-N,Octinoxate,Others,,,
ANUAIBBBDSEVKN-UHFFFAOYSA-N,Y15,FAK,,,
VIZXMHCBZLGUET-UHFFFAOYSA-N,Sodium gualenate,Immunology & Inflammation related,,,
OUBCNLGXQFSTLU-UHFFFAOYSA-N,Nitisinone,Others,1,HPD,DTXSID9042673
UKTAZPQNNNJVKR-UHFFFAOYSA-N,Dolasetron,5-HT3,1,HTR3A,DTXSID4048276
XZYXCQXTKOYHGK-UHFFFAOYSA-N,Meisoindigo,Others,,,
VWAMTBXLZPEDQO-UHFFFAOYSA-N,Gamithromycin,Anti-infection,,,
DZMVCVMFETWNIU-UHFFFAOYSA-N,Ceftezole sodium,Anti-infection,,,
JETQIUPBHQNHNZ-UHFFFAOYSA-N,Sulbenicillin Sodium,Anti-infection,,,
IUBSYMUCCVWXPE-UHFFFAOYSA-N,Metroprolol succinate,Adrenergic Receptor,,,
WKOLLVMJNQIZCI-UHFFFAOYSA-N,Vanillic acid,Others,,,
FQTLCLSUCSAZDY-UHFFFAOYSA-N,Nerolidol,Others,,,
HRMIDAMMEUSCLH-UHFFFAOYSA-N,Cefpodoxime proxetil,Anti-infection,,,
SNBUBQHDYVFSQF-UHFFFAOYSA-N,Cefmetazole sodium,others,,,
JSDXOWVAHXDYCU-UHFFFAOYSA-N,Cefminox Sodium,Anti-infection,,,
PWAUCHMQEXVFJR-UHFFFAOYSA-N,Cefpiramide sodium,Anti-infection,,,
UCRHFBCYFMIWHC-UHFFFAOYSA-N,Piperaquine phosphate,Anti-infection,,,
ZBHXIWJRIFEVQY-UHFFFAOYSA-N,Ceftiofur,Anti-infection,,,
NEMGRZFTLSKBAP-UHFFFAOYSA-N,Safinamide,MAO,,,
LZPZPHGJDAGEJZ-UHFFFAOYSA-N,Regadenoson,Adenosine Receptor,,,
SWLMUYACZKCSHZ-UHFFFAOYSA-N,Butoconazole,Anti-infection,,,
FWISRXLAJVUSOL-UHFFFAOYSA-N,Diflorasone,Glucocorticoid receptor,,,
BYFMCKSPFYVMOU-UHFFFAOYSA-N,Bendazac,Immunology & Inflammation related,,,
NAJVRARAUNYNDX-UHFFFAOYSA-N,Pikamilone,Others,,,
ZSBOMTDTBDDKMP-UHFFFAOYSA-N,Alogliptin,DPP-4,1,DPP4,DTXSID90234130
KDZAIKFHBUSULQ-UHFFFAOYSA-N,Fipronil,Anti-infection,,,
LVGKNOAMLMIIKO-UHFFFAOYSA-N,Ethyl Oleate,Others,,,
VQHSOMBJVWLPSR-UHFFFAOYSA-N,Lactitol,Others,,,
DECIPOUIJURFOJ-UHFFFAOYSA-N,Ethoxyquin,Others,,,
YUUAYBAIHCDHHD-UHFFFAOYSA-N,Methyl Aminolevulinate Hydrochloride,Others,,,
XRLYZNSOXNPKOR-UHFFFAOYSA-N,Pseudolaric Acid B,p38,,,
DOIRQSBPFJWKBE-UHFFFAOYSA-N,Dibutyl phthalate,Others,,,
NIQCNGHVCWTJSM-UHFFFAOYSA-N,Dimethyl phthalate,Others,,,
BDAGIHXWWSANSR-UHFFFAOYSA-N,Formate,Others,,,
SQKXYSGRELMAAU-UHFFFAOYSA-N,Imidafenacin,mAChR,,,
UCTLRSWJYQTBFZ-UHFFFAOYSA-N,7-Dehydrocholesterol,Others,,,
DWJZKGYQNOQQEZ-UHFFFAOYSA-N,D-Tagatose,Others,,,
XHOLNRLADUSQLD-UHFFFAOYSA-N,Betrixaban,factor Xa (fXa),,,
INWLQCZOYSRPNW-UHFFFAOYSA-N,Mepivacaine,Sodium Channel,,,
GVOUFPWUYJWQSK-UHFFFAOYSA-N,Cyclofenil,estrogen receptor,,,
FDTZUTSGGSRHQF-UHFFFAOYSA-N,Tizoxanide,HCV Protease,,,
KJFMBFZCATUALV-UHFFFAOYSA-N,Phenolphthalein,Fluorescent Dyes/Probes,,,
GHXZTYHSJHQHIJ-UHFFFAOYSA-N,Chlorhexidine,Bacterial,,,
VRBKIVRKKCLPHA-UHFFFAOYSA-N,Nefazodone hydrochloride,5-HT Receptor,2,"SLC6A4, HTR2A",DTXSID2023357
WSPOMRSOLSGNFJ-UHFFFAOYSA-N,Chlorprothixene hydrochloride,AmpC Beta-Lactamase,,,
IKBKZGMPCYNSLU-UHFFFAOYSA-N,Tegaserod Maleate,5-HT Receptor,,,
NBRBXGKOEOGLOI-UHFFFAOYSA-N,Dasabuvir(ABT-333),HCV Protease,,,
PIDFDZJZLOTZTM-UHFFFAOYSA-N,Ombitasvir (ABT-267),HCV Protease,,,
UAUIUKWPKRJZJV-UHFFFAOYSA-N,Paritaprevir (ABT-450),HCV Protease,,,
QELSKZZBTMNZEB-UHFFFAOYSA-N,Propylparaben,others,,,
OPYGFNJSCUDTBT-UHFFFAOYSA-N,Sultamicillin Tosylate,Anti-infection,,,
RRHGJUQNOFWUDK-UHFFFAOYSA-N,Isoprene,Others,,,
LIRCDOVJWUGTMW-UHFFFAOYSA-N,Chloramphenicol sodium succinate,Anti-infection,,,
OPYGFNJSCUDTBT-UHFFFAOYSA-N,Sultamicillin,Anti-infection,,,
YMBXTVYHTMGZDW-UHFFFAOYSA-N,Loxoprofen Sodium,Immunology,,,
MCIACXAZCBVDEE-UHFFFAOYSA-N,Ertugliflozin,SGLT2,,,
KWPZWTKCUSHMEW-UHFFFAOYSA-N,Diflucortolone valerate,Others,,,
FJLBFSROUSIWMA-UHFFFAOYSA-N,Metyrapone,"Cytochrome P450
Autophagy",4,"CYP11B1, CYP17A1, CYP11B2, CYP19A1",DTXSID1023314
TZRHLKRLEZJVIJ-UHFFFAOYSA-N,Parecoxib Sodium,calcium channel,,,
RFFOTVCVTJUTAD-UHFFFAOYSA-N,"1,4-Cineole",Others,,,
CVXBEEMKQHEXEN-UHFFFAOYSA-N,Carbaryl,Others,,,
PRRZDZJYSJLDBS-UHFFFAOYSA-N,Bromopyruvic acid,Others,,,
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,Promazine hydrochloride,"Dopamine Receptor,5-HT Receptor",,,
IUBSYMUCCVWXPE-UHFFFAOYSA-N,Metoprolol,Adrenergic Receptor,,,
KDYFGRWQOYBRFD-UHFFFAOYSA-N,Sodium succinate,Others,,,
GPKJTRJOBQGKQK-UHFFFAOYSA-N,Quinacrine Dihydrochloride Dihydrate,Others,,,
YBHILYKTIRIUTE-UHFFFAOYSA-N,Berberine Sulfate,Anti-infection,,,
CBEQULMOCCWAQT-UHFFFAOYSA-N,Triprolidine Hydrochloride,Histamine Receptor,1,HRH1,DTXSID3023718
GFWRVVCDTLRWPK-UHFFFAOYSA-N,Sofalcone,Autophagy,,,
INVGWHRKADIJHF-UHFFFAOYSA-N,Sanguinarine chloride,phosphatase,,,
OVSQVDMCBVZWGM-UHFFFAOYSA-N,Hyperoside,Others,,,
KYWSCMDFVARMPN-UHFFFAOYSA-N,Saikosaponin D,ATPase,,,
SJJRKHVKAXVFJQ-UHFFFAOYSA-N,Curculigoside,Immunology & Inflammation related,,,
FBSKJMQYURKNSU-UHFFFAOYSA-N,Verbascoside,Immunology & Inflammation related,,,
RJWJHRPNHPHBRN-UHFFFAOYSA-N,Aucubin,Immunology & Inflammation related,,,
FIVSJYGQAIEMOC-UHFFFAOYSA-N,Rolapitant,NK1-receptor,,,
ZPACYDRSPFRDHO-UHFFFAOYSA-N,Gefarnate,Others,,,
IMVWGCIUSSJUAA-UHFFFAOYSA-N,Dantrolene sodium,calcium channel,1,RYR1,DTXSID7022881
FLNXBVJLPJNOSI-UHFFFAOYSA-N,Cloperastine hydrochloride,Histamine Receptor,,,
HOOSGZJRQIVJSZ-UHFFFAOYSA-N,Clidinium Bromide,AChR,,,
KLPWJLBORRMFGK-UHFFFAOYSA-N,Molindone hydrochloride,Dopamine Receptor,,,
MVFGUOIZUNYYSO-UHFFFAOYSA-N,Prilocaine hydrochloride,Sodium channel,,,
FEZBIKUBAYAZIU-UHFFFAOYSA-N,Tribenzagan Hydrochloride,Others,,,
UBCHPRBFMUDMNC-UHFFFAOYSA-N,Rimantadine Hydrochloride,DNA/RNA Synthesis,,,
HCYAFALTSJYZDH-UHFFFAOYSA-N,Desipramine Hydrochloride,5-HT Receptor,3,"SLC6A4, SLC6A2, ADRB2",DTXSID6022896
ORJMOWYWYBXFBE-UHFFFAOYSA-N,Fluorometholone,Glucocorticoid Receptor,1,NR3C1,DTXSID7047435
GCFBRXLSHGKWDP-UHFFFAOYSA-N,Cefoperazone sodium,PPARd,,,
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,Lomefloxacin,Bacterial,,,
LEZWWPYKPKIXLL-UHFFFAOYSA-N,Econazole,Anti-infection,,,
RKUNBYITZUJHSG-UHFFFAOYSA-N,Atropine sulfate,Muscarinic AChR,5,"CHRM3, CHRM2, CHRM5, CHRM1, CHRM4",DTXSID4020113
NDAUXUAQIAJITI-UHFFFAOYSA-N,Salbutamol,β-adrenergic receptor,1,ADRB2,DTXSID5021255
ACGDKVXYNVEAGU-UHFFFAOYSA-N,Guanethidine Monosulfate,Others,,,
OIRFJRBSRORBCM-UHFFFAOYSA-N,Iopanoic acid,Others,,,
UUQMNUMQCIQDMZ-UHFFFAOYSA-N,Betahistine mesylate,Histamine Receptor,,,
DKNWSYNQZKUICI-UHFFFAOYSA-N,Amantadine,Anti-infection,,,
OVCDSSHSILBFBN-UHFFFAOYSA-N,Amodiaquine hydrochloride,HnMT,,,
XNMUPDICNYMLBM-UHFFFAOYSA-N,Hydrocortisone acetate,Glucocorticoid receptor,,,
ZKMNUMMKYBVTFN-UHFFFAOYSA-N,Ropivacaine,Potassium Channel,,,
MXHRCPNRJAMMIM-UHFFFAOYSA-N,2’-deoxyuridine,kinase,,,
YQNWZWMKLDQSAC-UHFFFAOYSA-N,Vortioxetine,5-HT Receptor,,,
NCMZQTLCXHGLOK-UHFFFAOYSA-N,Dehydroepiandrosterone acetate,Others,,,
PLIKAWJENQZMHA-UHFFFAOYSA-N,4-Aminophenol,Others,,,
XLYOFNOQVPJJNP-UHFFFAOYSA-N,Lanthanum(III) chloride heptahydrate,Calcium Channel,,,
JGSARLDLIJGVTE-UHFFFAOYSA-N,Penicillin G Procaine,Anti-infection,2,"SLC22A8, SLC22A6",DTXSID5046934
PFNFFQXMRSDOHW-UHFFFAOYSA-N,Spermine Tetrahydrochloride,Others,1,SMS,DTXSID9058781
UCMIRNVEIXFBKS-UHFFFAOYSA-N,β-Alanine,Others,,,
GIIZNNXWQWCKIB-UHFFFAOYSA-N,Salmeterol,Adrenergic Receptor,3,"ADRB3, ADRB1, ADRB2",DTXSID6023571
KWOLFJPFCHCOCG-UHFFFAOYSA-N,Acetophenone,Others,,,
GLZPCOQZEFWAFX-UHFFFAOYSA-N,Geraniol,Others,,,
AVAACINZEOAHHE-UHFFFAOYSA-N,Doripenem,Bacterial,,,
TYQXKHPOXXXCTP-UHFFFAOYSA-N,Erythromycin estolate,ABCB11,,,
NLVFBUXFDBBNBW-UHFFFAOYSA-N,Tobramycin sulfate,GMNN,,,
PUFQVTATUTYEAL-UHFFFAOYSA-N,Cinchocaine,Others,,,
FABPRXSRWADJSP-UHFFFAOYSA-N,Moxifloxacin,Bacterial,1,KCNH2,DTXSID3048491
XFYDIVBRZNQMJC-UHFFFAOYSA-N,Tizanidine,Adrenergic Receptor,,,
ZNRGQMMCGHDTEI-UHFFFAOYSA-N,Tropisetron,"5-HT Receptor,AChR",1,HTR3A,DTXSID2044137
JPAWFIIYTJQOKW-UHFFFAOYSA-N,Olprinone,Phosphodiesterase (PDE),,,
WMDSZGFJQKSLLH-UHFFFAOYSA-N,Landiolol hydrochloride,others,,,
IBXPYPUJPLLOIN-UHFFFAOYSA-N,Dimetridazole,Anti-infection,,,
DGEZNRSVGBDHLK-UHFFFAOYSA-N,"1, 10-Phenanthroline monohydrate",Others,,,
WXYXERHRDKEISL-UHFFFAOYSA-N,D-Ribose,Others,,,
AFNIGYOBGXVNEF-UHFFFAOYSA-N,DL-Serine,PKM,,,
SKIVFJLNDNKQPD-UHFFFAOYSA-N,Sulfacetamide,Bacterial,,,
ODKSFYDXXFIFQN-UHFFFAOYSA-N,DL-Arginine,Others,,,
VFPFQHQNJCMNBZ-UHFFFAOYSA-N,Ethyl gallate,NF-κB,,,
MNHNIVNAFBSLLX-UHFFFAOYSA-N,Amenamevir,DNA/RNA Synthesis,,,
PVTHJAPFENJVNC-UHFFFAOYSA-N,Kasugamycin hydrochloride,Anti-infection,,,
HTTBBJKIRUVDEX-UHFFFAOYSA-N,Lanatoside C,ATPase,,,
QSPIFYOFUKWPGV-UHFFFAOYSA-N,D-Pantothenate Sodium,Vitamin,,,
AEQDJSLRWYMAQI-UHFFFAOYSA-N,Tetrahydropalmatine,Dopamine Receptor,,,
DMUAPQTXSSNEDD-UHFFFAOYSA-N,Midecamycin,Anti-infection,,,
AVOLMBLBETYQHX-UHFFFAOYSA-N,Ethacrynic Acid,Others,,,
CQRYARSYNCAZFO-UHFFFAOYSA-N,2-Hydroxybenzyl alcohol,Others,,,
KLBQZWRITKRQQV-UHFFFAOYSA-N,Thioridazine hydrochloride,Others,1,KCNH2,DTXSID6023656
BPICBUSOMSTKRF-UHFFFAOYSA-N,Xylazine,Adrenergic Receptor,,,
XSCGXQMFQXDFCW-UHFFFAOYSA-N,Triflupromazine hydrochloride,D1/D2 receptor,,,
JVHXJTBJCFBINQ-UHFFFAOYSA-N,Dapagliflozin propanediol monohydrate,SGLT,,,
IRYJRGCIQBGHIV-UHFFFAOYSA-N,Trimethadione,Others,,,
AOBORMOPSGHCAX-UHFFFAOYSA-N,Tocofersolan,Others,,,
RDOXTESZEPMUJZ-UHFFFAOYSA-N,Anisole,Others,,,
DCXYFEDJOCDNAF-UHFFFAOYSA-N,L-Asparagine,Others,,,
JTSDBFGMPLKDCD-UHFFFAOYSA-N,Tilmicosin phosphate,Anti-infection,,,
VTRAEEWXHOVJFV-UHFFFAOYSA-N,Olmesartan,Angiotensin Receptor,,,
UHDGCWIWMRVCDJ-UHFFFAOYSA-N,Cytarabine hydrochloride,DNA/RNA Synthesis,,,
WJSDHUCWMSHDCR-UHFFFAOYSA-N,Cinnamyl acetate,Others,,,
NEHNMFOYXAPHSD-UHFFFAOYSA-N,Citronellal,Others,,,
CVSVTCORWBXHQV-UHFFFAOYSA-N,Creatine,Others,,,
CRPUJAZIXJMDBK-UHFFFAOYSA-N,Camphene,Others,,,
FPIPGXGPPPQFEQ-UHFFFAOYSA-N,Vitamin A,Others,,,
WUOACPNHFRMFPN-UHFFFAOYSA-N,α-Terpineol,Others,,,
GRWFGVWFFZKLTI-UHFFFAOYSA-N,(1S)-(-)-α-Pinene,Others,,,
XHXUANMFYXWVNG-UHFFFAOYSA-N,(1R)-(-)-Menthyl acetate,Others,,,
HFPZCAJZSCWRBC-UHFFFAOYSA-N,p-Cymene,Others,,,
DMBHHRLKUKUOEG-UHFFFAOYSA-N,Diphenylamine Hydrochloride,Others,,,
PDSNLYSELAIEBU-UHFFFAOYSA-N,(+)-Longifolene,Others,,,
YDBLKRPLXZNVNB-UHFFFAOYSA-N,GW501516,PPARδ,,,
ZBCATMYQYDCTIZ-UHFFFAOYSA-N,4-Methylcatechol,Others,,,
TUNFSRHWOTWDNC-UHFFFAOYSA-N,Myristic Acid,Others,,,
QIAFMBKCNZACKA-UHFFFAOYSA-N,Hippuric acid,Others,,,
UUQMNUMQCIQDMZ-UHFFFAOYSA-N,Betahistine,Histamine Receptor,,,
DYTOQURYRYYNOR-UHFFFAOYSA-N,NSI-189,Others,,,
UUNQYGUCVSFAME-UHFFFAOYSA-N,Cilastatin,Others,1,DPEP1,DTXSID8048238
QUIJNHUBAXPXFS-UHFFFAOYSA-N,Bedaquiline,tuberculosis,,,
UOQFZGVGGMHGEE-UHFFFAOYSA-N,Ammonium lactate,Nucleoprotein (Rift valley fever virus (STRAIN ZH-548 M12)),,,
XCPGHVQEEXUHNC-UHFFFAOYSA-N,Amsacrine hydrochloride,Others,1,TOP2A,DTXSID4022604
KZSNJWFQEVHDMF-UHFFFAOYSA-N,L-Valine,Others,,,
ONIBWKKTOPOVIA-UHFFFAOYSA-N,L-Proline,Others,,,
KDXKERNSBIXSRK-UHFFFAOYSA-N,L-lysine,Others,,,
QNAYBMKLOCPYGJ-UHFFFAOYSA-N,L-Alanine,Others,,,
CKLJMWTZIZZHCS-UHFFFAOYSA-N,L-aspartic Acid,Others,,,
FFEARJCKVFRZRR-UHFFFAOYSA-N,L-methionine,Others,,,
ODKSFYDXXFIFQN-UHFFFAOYSA-N,L-arginine,Others,,,
XUJNEKJLAYXESH-UHFFFAOYSA-N,L-cysteine,Others,,,
QDUIJCOKQCCXQY-UHFFFAOYSA-N,Cefozopran hydrochloride,Others,,,
VAAUVRVFOQPIGI-UHFFFAOYSA-N,Ceftriaxone Sodium,Others,,,
KBUZBQVCBVDWKX-UHFFFAOYSA-N,Emedastine Difumarate,Histamine Receptor,1,HRH1,DTXSID7048243
ANMATWQYLIFGOK-UHFFFAOYSA-N,Iguratimod,Immunology & Inflammation related,,,
ZQDWXGKKHFNSQK-UHFFFAOYSA-N,Hydroxyzine pamoate,H1-receptor,,,
WZQRJMNDBPQJPB-UHFFFAOYSA-N,Elbasvir,HCV Protease,,,
JMEVHYCNAPFOAB-UHFFFAOYSA-N,Indigo carmine,Others,,,
QZZUEBNBZAPZLX-UHFFFAOYSA-N,Indacaterol,Adrenergic Receptor,1,ADRB2,DTXSID90185198
PNVNVHUZROJLTJ-UHFFFAOYSA-N,Venlafaxine,5-HT Receptor,3,"SLC6A4, SLC6A2, SLC6A3",DTXSID6023737
OWQUZNMMYNAXSL-UHFFFAOYSA-N,Diphenylpyraline hydrochloride,Histamine Receptor,,,
JUZNIMUFDBIJCM-UHFFFAOYSA-N,Ertapenem sodium,Anti-infection,,,
KTTRNVVCHLQVQW-UHFFFAOYSA-N,Omeprazole Sodium,Proton Pump,,,
KBUZBQVCBVDWKX-UHFFFAOYSA-N,Emedastine,Histamine Receptor,1,HRH1,DTXSID7048243
SMDQENAKEXGVHN-UHFFFAOYSA-N,Clodronate disodium tetrahydrate,Others,,,
GUHPRPJDBZHYCJ-UHFFFAOYSA-N,Tiaprofenic acid,Immunology & Inflammation related,,,
SYNOVMDJYWJCON-UHFFFAOYSA-N,Ranitidine,Histamine Receptor,1,HRH2,DTXSID8045191
LDMWSLGGVTVJPG-UHFFFAOYSA-N,Minaprine dihydrochloride,AHR,,,
QVYRGXJJSLMXQH-UHFFFAOYSA-N,Orphenadrine Hydrochloride,Others,,,
AGJBLWCLQCKRJP-UHFFFAOYSA-N,Drofenine Hydrochloride,Others,,,
VRYMTAVOXVTQEF-UHFFFAOYSA-N,Moxisylyte hydrochloride,Adrenergic Receptor,,,
BALLNEJQLSTPIO-UHFFFAOYSA-N,Fruquintinib,VEGFRs,,,
BMUKKTUHUDJSNZ-UHFFFAOYSA-N,Isoxsuprine hydrochloride,Adrenergic Receptor,,,
ICKFFNBDFNZJSX-UHFFFAOYSA-N,Chloropyramine hydrochloride,Histamine Receptor,,,
ILVYCEVXHALBSC-UHFFFAOYSA-N,Mivacurium chloride,Others,,,
UKTAZPQNNNJVKR-UHFFFAOYSA-N,Dolasetron Mesylate,5-HT Receptor,1,HTR3A,DTXSID4048276
DVWSXZIHSUZZKJ-UHFFFAOYSA-N,Methyl linolenate,Others,,,
JWZZKOKVBUJMES-UHFFFAOYSA-N,Isoproterenol sulfate dihydrate,Adrenergic Receptor,3,"ADRB1, ADRB3, ADRB2",DTXSID4023175
RAKDWPCGCPYIRC-UHFFFAOYSA-N,Desoximetasone,Glucocorticoid Recep,,,
JACRWUWPXAESPB-UHFFFAOYSA-N,Tropic acid,Others,,,
MJVGBKJNTFCUJM-UHFFFAOYSA-N,Mexenone,Others,,,
GJJFMKBJSRMPLA-UHFFFAOYSA-N,Levomilnacipran Hydrochloride,5-HT Receptor,,,
JTPUMZTWMWIVPA-UHFFFAOYSA-O,Isopropamide Iodide,Others,,,
PBMSWVPMRUJMPE-UHFFFAOYSA-N,Phthalylsulfathiazole,Bacterial,,,
UPNUIXSCZBYVBB-UHFFFAOYSA-N,Alvimopan dihydrate,Others,,,
OGHNVEJMJSYVRP-UHFFFAOYSA-N,Carvedilol Phosphate,Others,2,"ADRB1, ADRB2",DTXSID8022747
WTQYWNWRJNXDEG-UHFFFAOYSA-N,Raceanisodamine,Others,,,
KCXVZYZYPLLWCC-UHFFFAOYSA-N,Edetate Trisodium,Others,,,
JBDGDEWWOUBZPM-UHFFFAOYSA-N,Ambroxol,Others,,,
WAZQAZKAZLXFMK-UHFFFAOYSA-N,Deracoxib,COX,,,
IAIDUHCBNLFXEF-UHFFFAOYSA-N,Zofenopril calcium,RAAS,,,
TUZYXOIXSAXUGO-UHFFFAOYSA-N,Pravastatin,HMG-CoA Reductase,1,HMGCR,DTXSID6023498
XNAWUDONOGZGEH-UHFFFAOYSA-N,lurasidone,"Dopamine Receptor,5-HT Receptor",,,
XUKUURHRXDUEBC-UHFFFAOYSA-N,atorvastatin,HMG-CoA Reductase,1,HMGCR,DTXSID60274003
UZWDCWONPYILKI-UHFFFAOYSA-N,Abemaciclib,CDK,,,
VGZSUPCWNCWDAN-UHFFFAOYSA-N,Acetohexamide,Others,,,
PWACSDKDOHSSQD-UHFFFAOYSA-N,Acrivastine,Histamine Receptor,,,
NNULBSISHYWZJU-UHFFFAOYSA-N,Ceftizoxime sodium,Anti-infection,,,
MLSQGNCUYAMAHD-UHFFFAOYSA-N,Glecaprevir,HCV Protease,,,
KCXVZYZYPLLWCC-UHFFFAOYSA-N,edetate calcium disodium,Others,,,
MDNWOSOZYLHTCG-UHFFFAOYSA-N,Dichlorophene,VDR,,,
BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline,Adrenergic Receptor,,,
WOUOLAUOZXOLJQ-UHFFFAOYSA-N,Delapril Hydrochloride,RXRA,,,
MWVPRKFMEGIJDY-UHFFFAOYSA-N,Fosfosal,GLI3,,,
ZZHLYYDVIOPZBE-UHFFFAOYSA-N,Alimemazine Tartrate,Others,,,
CXMXRPHRNRROMY-UHFFFAOYSA-N,Sebacic acid,Others,,,
QIQXTHQIDYTFRH-UHFFFAOYSA-N,Stearic acid,NF-kB,,,
PTKSEFOSCHHMPD-UHFFFAOYSA-N,Midodrine hydrochloride,Adrenergic Receptor,,,
PTKSEFOSCHHMPD-UHFFFAOYSA-N,Midodrine,Adrenergic Receptor,,,
DCOPUUMXTXDBNB-UHFFFAOYSA-N,Diclofenac Epolamine,Immunology & Inflamm,2,"PTGS2, PTGS1",DTXSID6022923
URKOMYMAXPYINW-UHFFFAOYSA-N,Quetiapine,Others,2,"DRD2, HTR1A",DTXSID9023546
UBQYURCVBFRUQT-UHFFFAOYSA-N,Deferoxamine mesylate,Others,,,
NVEPPWDVLBMNMB-UHFFFAOYSA-N,Morantel tartrate,AChR,,,
ZPEIMTDSQAKGNT-UHFFFAOYSA-N,Chlorpromazine,Others,4,"DRD2, DRD1, HTR2A, DRD3",DTXSID0022808
LUZRJRNZXALNLM-UHFFFAOYSA-N,Dihydroergotamine Mesylate,Adrenergic Receptor,,,
PTRATZCAGVBFIQ-UHFFFAOYSA-N,Abametapir,Others,,,
IHAXLPDVOWLUOS-UHFFFAOYSA-N,"Setipiprant(ACT-129968, KYTH-105)",Immunology & Inflamm,,,
XUZMWHLSFXCVMG-UHFFFAOYSA-N,Baricitinib phosphate,JAK,2,"JAK2, JAK1",DTXSID30152228
HPEUJPJOZXNMSJ-UHFFFAOYSA-N,Methyl Stearate,Others,,,
BJIOGJUNALELMI-UHFFFAOYSA-N,Isoeugenol,Anti-infection,,,
WTTJVINHCBCLGX-UHFFFAOYSA-N,Methyl linoleate,Others,,,
KRKNYBCHXYNGOX-UHFFFAOYSA-N,Citric acid,Others,,,
QYDYPVFESGNLHU-UHFFFAOYSA-N,Methyl Oleate,Others,,,
DWJZKGYQNOQQEZ-UHFFFAOYSA-N,D-Mannose,Others,,,
OHXPGWPVLFPUSM-UHFFFAOYSA-N,Sodium Dehydrocholate,Others,,,
WNMJYKCGWZFFKR-UHFFFAOYSA-N,Alfuzosin,Adrenergic Receptor,3,"ADRA1B, ADRA1A, ADRA1D",DTXSID6048549
UXOWGYHJODZGMF-UHFFFAOYSA-N,Aliskiren,Others,,,
LSLYOANBFKQKPT-UHFFFAOYSA-N,Fenoterol,Adrenergic Receptor,1,ADRB2,DTXSID4023046
SUVMJBTUFCVSAD-UHFFFAOYSA-N,sulforaphane,Nrf2,1,CRYZ,DTXSID8036732
WDVSHHCDHLJJJR-UHFFFAOYSA-N,Proflavine,Anti-infection,,,
AQNDDEOPVVGCPG-UHFFFAOYSA-N,Esmolol,Adrenergic Receptor,,,
UHWVSEOVJBQKBE-UHFFFAOYSA-N,Trimetazidine,Others,,,
IENZQIKPVFGBNW-UHFFFAOYSA-N,Prazosin,Adrenergic Receptor,3,"ADRA1B, ADRA1D, ADRA1A",DTXSID4049082
GZUITABIAKMVPG-UHFFFAOYSA-N,Raloxifene,Estrogen/progestogen,2,"ESR2, ESR1",DTXSID3023550
RUZYUOTYCVRMRZ-UHFFFAOYSA-N,Doxazosin,Adrenergic Receptor,3,"ADRA1B, ADRA1A, ADRA1D",DTXSID7022964
UCHDWCPVSPXUMX-UHFFFAOYSA-N,Montelukast,LTR,1,CYSLTR1,DTXSID9023334
NVGAOKACLXYVQR-UHFFFAOYSA-N,Vancomycin,Anti-infection,,,
ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,Dronedarone,Others,,,
RAHBGWKEPAQNFF-UHFFFAOYSA-N,Motesanib (AMG-706),VEGFR,,,
RUOKEQAAGRXIBM-UHFFFAOYSA-N,Rasagiline,MAO,1,MAOB,DTXSID3041112
HJCMDXDYPOUFDY-UHFFFAOYSA-N,Ala-Gln,Others,,,
