SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,EMBL_Chemcore_ID,Descriptive name,Pesticide type,CAS-Number,Monoisotopic mass,InChI,IUPAC-Name,Supplier,Supplier Object Id,CHEMBL_ID,ChEBI
CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,"InChI=1S/C10H17N2O4PS/c1-5-8-11-9(15-6-2)7-10(12-8)16-17(18,13-3)14-4/h7H,5-6H2,1-4H3",FGIWFCGDPUIBEZ-UHFFFAOYSA-N,555719,Etrimfos,Insecticide,38260-54-7,"2,920,647",FGIWFCGDPUIBEZ-UHFFFAOYSA-N,"O-(6-Ethoxy-2-ethylpyrimidin-4-yl) O,O-dimethyl phosphorothioate",SIGMA-ALDRICH,45481-250MG,CHEMBL1316772,CHEBI:82124
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,"InChI=1S/C13H22NO3PS/c1-6-16-18(15,14-10(2)3)17-12-7-8-13(19-5)11(4)9-12/h7-10H,6H2,1-5H3,(H,14,15)",ZCJPOPBZHLUFHF-UHFFFAOYSA-N,555720,Fenamiphos,Insecticide,22224-92-6,"3,031,058",ZCJPOPBZHLUFHF-UHFFFAOYSA-N,Ethyl 3-methyl-4-(methylsulfanyl)phenyl N-propan-2-ylphosphoramidate,SIGMA-ALDRICH,45483-250MG,CHEMBL1313005,CHEBI:38680
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,"InChI=1S/C17H12Cl2N2O/c18-14-7-5-12(6-8-14)17(22,13-9-20-11-21-10-13)15-3-1-2-4-16(15)19/h1-11,22H",NHOWDZOIZKMVAI-UHFFFAOYSA-N,555721,Fenarimol,Fungicide,60168-88-9,"3,300,327",NHOWDZOIZKMVAI-UHFFFAOYSA-N,(2-Chlorophenyl)(4-chlorophenyl)(pyrimidin-5-yl)methanol,SIGMA-ALDRICH,45484-250MG,CHEMBL28971,CHEBI:83686
Cc1occc1C(=O)Nc2ccccc2,Cc1occc1C(=O)Nc1ccccc1,"InChI=1S/C12H11NO2/c1-9-11(7-8-15-9)12(14)13-10-5-3-2-4-6-10/h2-8H,1H3,(H,13,14)",JFSPBVWPKOEZCB-UHFFFAOYSA-N,555723,Fenfuram,Fungicide,24691-80-3,"201,079",JFSPBVWPKOEZCB-UHFFFAOYSA-N,2-Methyl-N-phenylfuran-3-carboxamide,SIGMA-ALDRICH,45486-100MG,CHEMBL1862959,CHEBI:81994
COP(=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,"InChI=1S/C9H12NO5PS/c1-7-6-8(4-5-9(7)10(11)12)15-16(17,13-2)14-3/h4-6H,1-3H3",ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,555724,Fenitrothion,Insecticide,122-14-5,"2,770,174",ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,"O,O-Dimethyl O-(3-methyl-4-nitrophenyl) phosphorothioate",SIGMA-ALDRICH,45487-250MG,CHEMBL347698,CHEBI:34757
CCC(C)c1ccccc1OC(=O)NC,CCC(C)c1ccccc1OC(=O)NC,"InChI=1S/C12H17NO2/c1-4-9(2)10-7-5-6-8-11(10)15-12(14)13-3/h5-9H,4H2,1-3H3,(H,13,14)",DIRFUJHNVNOBMY-UHFFFAOYSA-N,555725,Fenobucarb,Insecticide,3766-81-2,"2,071,259",DIRFUJHNVNOBMY-UHFFFAOYSA-N,2-(Butan-2-yl)phenyl methylcarbamate,SIGMA-ALDRICH,45488-250MG,CHEMBL226650,CHEBI:34304
Clc1ccc(OS(=O)(=O)c2ccccc2)cc1,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,"InChI=1S/C12H9ClO3S/c13-10-6-8-11(9-7-10)16-17(14,15)12-4-2-1-3-5-12/h1-9H",SPJOZZSIXXJYBT-UHFFFAOYSA-N,555726,Fenson,Acaricide,80-38-6,"2,679,961",SPJOZZSIXXJYBT-UHFFFAOYSA-N,4-Chlorophenyl benzenesulfonate,SIGMA-ALDRICH,45489-250MG,CHEMBL1495617,CHEBI:82160
CC(C)Nc1nc(N)nc(O)n1,CC(C)N=c1[nH]c(=N)[nH]c(=O)[nH]1,"InChI=1S/C6H11N5O/c1-3(2)8-5-9-4(7)10-6(12)11-5/h3H,1-2H3,(H4,7,8,9,10,11,12)",GCKLGRUZDXSATG-UHFFFAOYSA-N,555727,"1,3,5-Triazin-2(1H)-one, 4-amino-6-((1-methylethyl)amino)-",Insecticide,19988-24-0,"1,690,964",GCKLGRUZDXSATG-UHFFFAOYSA-N,"4-Amino-6-[(propan-2-yl)amino]-1,3,5-triazin-2(5H)-one",SIGMA-ALDRICH,45490-100MG,,CHEBI:83463
Cl[Sn](c1ccccc1)(c2ccccc2)c3ccccc3,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,InChI=1S/3C6H5.ClH.Sn/c3*1-2-4-6-5-3-1;;/h3*1-5H;1H;/q;;;;+1/p-1,NJVOZLGKTAPUTQ-UHFFFAOYSA-M,555728,Triphenyltin chloride,Fungicide,639-58-7,"3,859,884",NJVOZLGKTAPUTQ-UHFFFAOYSA-M,Chloro(triphenyl)stannane,SIGMA-ALDRICH,45492-250MG,,CHEBI:35036
O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3,c1ccc([Sn+](c2ccccc2)c2ccccc2)cc1,InChI=1S/3C6H5.Sn/c3*1-2-4-6-5-3-1;/h3*1-5H;/q;;;+1,XBRCDWHXULVEFB-UHFFFAOYSA-N,555729,Triphenyltin hydroxide,Fungicide,76-87-9,"3,680,223",BFWMWWXRWVJXSE-UHFFFAOYSA-M,Triphenylstannanol,SIGMA-ALDRICH,45493-250MG,,
CN(C)C(=O)Nc1ccccc1,CN(C)C(=O)Nc1ccccc1,"InChI=1S/C9H12N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h3-7H,1-2H3,(H,10,12)",XXOYNJXVWVNOOJ-UHFFFAOYSA-N,555730,Fenuron,Herbicide,101-42-8,"164,095",XXOYNJXVWVNOOJ-UHFFFAOYSA-N,"N,N-Dimethyl-N'-phenylurea",SIGMA-ALDRICH,45494-250MG,CHEMBL1492698,CHEBI:5013
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,"InChI=1S/C25H22ClNO3/c1-17(2)24(18-11-13-20(26)14-12-18)25(28)30-23(16-27)19-7-6-10-22(15-19)29-21-8-4-3-5-9-21/h3-15,17,23-24H,1-2H3",NYPJDWWKZLNGGM-UHFFFAOYSA-N,555731,Fenvalerate,Insecticide,51630-58-1,"4,191,288",NYPJDWWKZLNGGM-UHFFFAOYSA-N,Cyano(3-phenoxyphenyl)methyl 2-(4-chlorophenyl)-3-methylbutanoate,SIGMA-ALDRICH,45495-250MG,CHEMBL492491,
FC(F)(F)/N=C1S\C(=N/c2ccccc2)N(c3ccccc3)C\1=N\C(F)(F)F,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,"InChI=1S/C17H10F6N4S/c18-16(19,20)25-13-14(26-17(21,22)23)28-15(24-11-7-3-1-4-8-11)27(13)12-9-5-2-6-10-12/h1-10H",IZFZCMFMJKDHJZ-UHFFFAOYSA-N,555732,Flubenzimine,,37893-02-0,"416,053",IZFZCMFMJKDHJZ-BANPTERESA-N,"(2Z,4E,5Z)-N~2~,3-Diphenyl-N~4~,N~5~-bis(trifluoromethyl)-1,3-thiazolidine-2,4,5-triimine",SIGMA-ALDRICH,45499-250MG,,CHEBI:82169
CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C12H13ClF3N3O4/c1-2-4-17(5-3-13)11-9(18(20)21)6-8(12(14,15)16)7-10(11)19(22)23/h6-7H,2-5H2,1H3",MNFMIVVPXOGUMX-UHFFFAOYSA-N,555733,Fluchloralin,Herbicide,33245-39-5,"3,550,547",MNFMIVVPXOGUMX-UHFFFAOYSA-N,"N-(2-Chloroethyl)-2,6-dinitro-N-propyl-4-(trifluoromethyl)aniline",SIGMA-ALDRICH,45500-250MG,CHEMBL1256704,CHEBI:81919
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C16H12ClF4N3O4/c1-2-22(8-10-11(17)4-3-5-12(10)18)15-13(23(25)26)6-9(16(19,20)21)7-14(15)24(27)28/h3-7H,2,8H2,1H3",PWNAWOCHVWERAR-UHFFFAOYSA-N,555734,Flumetralin,,62924-70-3,"4,210,452",PWNAWOCHVWERAR-UHFFFAOYSA-N,"N-[(2-Chloro-6-fluorophenyl)methyl]-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",SIGMA-ALDRICH,45501-100MG,CHEMBL1863540,CHEBI:82008
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,"InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)",RZILCCPWPBTYDO-UHFFFAOYSA-N,555735,Fluometuron,Herbicide,2164-17-2,"2,320,823",RZILCCPWPBTYDO-UHFFFAOYSA-N,"N,N-Dimethyl-N'-[3-(trifluoromethyl)phenyl]urea",SIGMA-ALDRICH,45502-50MG,CHEMBL1569926,CHEBI:82012
[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,"InChI=1S/C13H7F3N2O5/c14-13(15,16)8-1-6-12(11(7-8)18(21)22)23-10-4-2-9(3-5-10)17(19)20/h1-7H",HHMCAJWVGYGUEF-UHFFFAOYSA-N,555736,Fluorodifen,Herbicide,15457-05-03,"3,280,307",HHMCAJWVGYGUEF-UHFFFAOYSA-N,2-Nitro-1-(4-nitrophenoxy)-4-(trifluoromethyl)benzene,SIGMA-ALDRICH,45506-250MG,CHEMBL1892429,CHEBI:5116
FC(F)(F)c1cccc(c1)C(c2ccccc2)(c3ccccc3)n4cncn4,FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1,"InChI=1S/C22H16F3N3/c23-22(24,25)20-13-7-12-19(14-20)21(28-16-26-15-27-28,17-8-3-1-4-9-17)18-10-5-2-6-11-18/h1-16H",LXMQMMSGERCRSU-UHFFFAOYSA-N,555737,"1-(3-Trifluoromethyltrityl)-1H-1,2,4-triazole",Fungicide,31251-03-03,"3,791,296",LXMQMMSGERCRSU-UHFFFAOYSA-N,"1-{Diphenyl[3-(trifluoromethyl)phenyl]methyl}-1H-1,2,4-triazole",SIGMA-ALDRICH,45507-250MG,,CHEBI:82080
CN1C=C(c2ccccc2)C(=O)C(=C1)c3cccc(c3)C(F)(F)F,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,"InChI=1S/C19H14F3NO/c1-23-11-16(13-6-3-2-4-7-13)18(24)17(12-23)14-8-5-9-15(10-14)19(20,21)22/h2-12H,1H3",YWBVHLJPRPCRSD-UHFFFAOYSA-N,555738,1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,Herbicide,59756-60-4,"3,291,027",YWBVHLJPRPCRSD-UHFFFAOYSA-N,1-Methyl-3-phenyl-5-[3-(trifluoromethyl)phenyl]pyridin-4(1H)-one,SIGMA-ALDRICH,45511-250MG,CHEMBL1887342,CHEBI:82016
c1ccc2[nH]c(nc2c1)-c3ccco3,c1coc(-c2nc3ccccc3[nH]2)c1,"InChI=1S/C11H8N2O/c1-2-5-9-8(4-1)12-11(13-9)10-6-3-7-14-10/h1-7H,(H,12,13)",UYJUZNLFJAWNEZ-UHFFFAOYSA-N,555739,Fuberidazole,Fungicide,3878-19-1,"1,840,637",UYJUZNLFJAWNEZ-UHFFFAOYSA-N,2-(Furan-2-yl)-1H-benzimidazole,SIGMA-ALDRICH,45515-250MG,CHEMBL201094,CHEBI:81926
COC(=O)C(C)N(C(=O)c1ccco1)c2c(C)cccc2C,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,"InChI=1S/C17H19NO4/c1-11-7-5-8-12(2)15(11)18(13(3)17(20)21-4)16(19)14-9-6-10-22-14/h5-10,13H,1-4H3",CIEXPHRYOLIQQD-UHFFFAOYSA-N,555740,Furalaxyl,Fungicide,57646-30-7,"3,011,314",CIEXPHRYOLIQQD-UHFFFAOYSA-N,"Methyl N-(2,6-dimethylphenyl)-N-(furan-2-carbonyl)alaninate",SIGMA-ALDRICH,45516-250MG,CHEMBL3183557,CHEBI:82787
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,"InChI=1S/C18H26N2O5S/c1-6-7-11-23-16(21)19(4)26-20(5)17(22)24-14-10-8-9-13-12-18(2,3)25-15(13)14/h8-10H,6-7,11-12H2,1-5H3",HAWJXYBZNNRMNO-UHFFFAOYSA-N,555741,Furathiocarb,Insecticide,65907-30-4,"3,821,562",HAWJXYBZNNRMNO-UHFFFAOYSA-N,"Butyl 2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl sulfanediylbis(methylcarbamate)",SIGMA-ALDRICH,45517-50MG,CHEMBL1551453,CHEBI:38504
Clc1ccc(OS(=O)(=O)c2ccccc2)c(Cl)c1,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,"InChI=1S/C12H8Cl2O3S/c13-9-6-7-12(11(14)8-9)17-18(15,16)10-4-2-1-3-5-10/h1-8H",OZFAFGSSMRRTDW-UHFFFAOYSA-N,555743,"2,4-Dichlorophenyl benzenesulfonate",Acaricide,97-16-5,"3,019,571",OZFAFGSSMRRTDW-UHFFFAOYSA-N,"2,4-Dichlorophenyl benzenesulfonate",SIGMA-ALDRICH,45519-250MG,CHEMBL3184811,
OC(=O)CNCP(O)(O)=O,O=C(O)CNC[PH](=O)(=O)O,"InChI=1S/C3H7NO5P/c5-3(6)1-4-2-10(7,8)9/h4H,1-2H2,(H,5,6)(H,7,8,9)",DARPLALAALCFOM-UHFFFAOYSA-N,555744,Glyphosate,Herbicide,1071-83-6,"169,014",XDDAORKBJWWYJS-UHFFFAOYSA-N,N-(Phosphonomethyl)glycine,SIGMA-ALDRICH,45521-250MG,CHEMBL95764,CHEBI:27744
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,CKAPSXZOOQJIBF-UHFFFAOYSA-N,555745,Hexachlorobenzene,Chemical,118-74-1,"2,818,131",CKAPSXZOOQJIBF-UHFFFAOYSA-N,Hexachlorobenzene,SIGMA-ALDRICH,45522-250MG,CHEMBL228514,CHEBI:5692
Oc1ccccc1-c2ccccc2,Oc1ccccc1-c1ccccc1,"InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H",LLEMOWNGBBNAJR-UHFFFAOYSA-N,555747,2-Phenylphenol,Fungicide,90-43-7,"1,700,732",LLEMOWNGBBNAJR-UHFFFAOYSA-N,"[1,1'-Biphenyl]-2-ol",SIGMA-ALDRICH,45529-250MG,CHEMBL108829,CHEBI:17043
S=C1NCCN1,S=C1NCCN1,"InChI=1S/C3H6N2S/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)",PDQAZBWRQCGBEV-UHFFFAOYSA-N,555748,Ethylene thiourea,,96-45-7,"1,020,252",PDQAZBWRQCGBEV-UHFFFAOYSA-N,Imidazolidine-2-thione,SIGMA-ALDRICH,45531-250MG,CHEMBL11860,CHEBI:34750
CNC(=O)Oc1ccccc1C(C)C,CNC(=O)Oc1ccccc1C(C)C,"InChI=1S/C11H15NO2/c1-8(2)9-6-4-5-7-10(9)14-11(13)12-3/h4-8H,1-3H3,(H,12,13)",QBSJMKIUCUGGNG-UHFFFAOYSA-N,555751,Isoprocarb,Insecticide,2631-40-5,"1,931,103",QBSJMKIUCUGGNG-UHFFFAOYSA-N,2-(Propan-2-yl)phenyl methylcarbamate,SIGMA-ALDRICH,45541-50MG,CHEMBL2251586,CHEBI:38505
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,"InChI=1S/C8H8Cl2IO3PS/c1-12-15(16,13-2)14-8-4-5(9)7(11)3-6(8)10/h3-4H,1-2H3",LFVLUOAHQIVABZ-UHFFFAOYSA-N,555752,Iodenphos,Insecticide,18181-70-9,"4,118,354",LFVLUOAHQIVABZ-UHFFFAOYSA-N,"O-(2,5-Dichloro-4-iodophenyl) O,O-dimethyl phosphorothioate",SIGMA-ALDRICH,45544-50MG,CHEMBL2106359,CHEBI:82136
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,"InChI=1S/C14H21N3O3/c1-14(2,3)16-13(19)20-11-8-6-7-10(9-11)15-12(18)17(4)5/h6-9H,1-5H3,(H,15,18)(H,16,19)",OWNAXTAAAQTBSP-UHFFFAOYSA-N,555753,Karbutilate,,4849-32-5,"2,791,583",OWNAXTAAAQTBSP-UHFFFAOYSA-N,3-[(Dimethylcarbamoyl)amino]phenyl tert-butylcarbamate,SIGMA-ALDRICH,45546-250MG,CHEMBL2252176,CHEBI:81743
O=C1NNC(=O)C=C1,O=c1ccc(=O)[nH][nH]1,"InChI=1S/C4H4N2O2/c7-3-1-2-4(8)6-5-3/h1-2H,(H,5,7)(H,6,8)",BGRDGMRNKXEXQD-UHFFFAOYSA-N,555755,Maleic hydrazide,,123-33-1,"1,120,273",BGRDGMRNKXEXQD-UHFFFAOYSA-N,"1,2-Dihydropyridazine-3,6-dione",SIGMA-ALDRICH,45552-250MG,CHEMBL1489913,CHEBI:81771
S=C1NCCNC(=S)S[Mn]S1,S=C(S)NCCNC(=S)S,"InChI=1S/C4H8N2S4/c7-3(8)5-1-2-6-4(9)10/h1-2H2,(H2,5,7,8)(H2,6,9,10)",AWYFNIZYMPNGAI-UHFFFAOYSA-N,555756,Maneb,Fungicide,12427-38-2,"2,648,794",YKSNLCVSTHTHJA-UHFFFAOYSA-L,"Manganese(2+) ethane-1,2-diyldicarbamodithioate",SIGMA-ALDRICH,45554-250MG,,
Cc1cc(Cl)ccc1OCC(O)=O,Cc1cc(Cl)ccc1OCC(=O)O,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",WHKUVVPPKQRRBV-UHFFFAOYSA-N,555757,MCPA,Plant growth regulator,94-74-6,"200,024",WHKUVVPPKQRRBV-UHFFFAOYSA-N,(4-Chloro-2-methylphenoxy)acetic acid,SIGMA-ALDRICH,45555-250MG,CHEMBL394657,CHEBI:50099
COC(=O)\C(C)=C\OP(=S)(OC)OC,COC(=O)C(C)=COP(=S)(OC)OC,"InChI=1S/C7H13O5PS/c1-6(7(8)9-2)5-12-13(14,10-3)11-4/h5H,1-4H3",NTAHCMPOMKHKEU-UHFFFAOYSA-N,555758,Methacrifos,,62610-77-9,"2,400,221",NTAHCMPOMKHKEU-AATRIKPKSA-N,Methyl (2E)-3-[(dimethoxyphosphorothioyl)oxy]-2-methylprop-2-enoate,SIGMA-ALDRICH,45569-100MG,,CHEBI:81932
CN=C=S,CN=C=S,InChI=1S/C2H3NS/c1-3-2-4/h1H3,LGDSHSYDSCRFAB-UHFFFAOYSA-N,555759,Methyl isothiocyanate,,556-61-6,"7,299,862",LGDSHSYDSCRFAB-UHFFFAOYSA-N,Isothiocyanatomethane,SIGMA-ALDRICH,45576-250MG,CHEMBL396000,CHEBI:78337
CON(C)C(=O)Nc1ccc(Cl)cc1,CON(C)C(=O)Nc1ccc(Cl)cc1,"InChI=1S/C9H11ClN2O2/c1-12(14-2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",LKJPSUCKSLORMF-UHFFFAOYSA-N,555760,Monolinuron,Herbicide,1746-81-2,"2,140,509",LKJPSUCKSLORMF-UHFFFAOYSA-N,N'-(4-Chlorophenyl)-N-methoxy-N-methylurea,SIGMA-ALDRICH,45590-250MG,CHEMBL1320234,CHEBI:81965
CCOP(=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",LCCNCVORNKJIRZ-UHFFFAOYSA-N,555761,Parathion,Insecticide,56-38-2,"291,033",LCCNCVORNKJIRZ-UHFFFAOYSA-N,"O,O-Diethyl O-(4-nitrophenyl) phosphorothioate",SIGMA-ALDRICH,45607-100MG,CHEMBL261919,CHEBI:27928
Nc1nc(N)nc(O)n1,N=c1[nH]c(=N)[nH]c(=O)[nH]1,"InChI=1S/C3H5N5O/c4-1-6-2(5)8-3(9)7-1/h(H5,4,5,6,7,8,9)",MASBWURJQFFLOO-UHFFFAOYSA-N,555762,"1,3,5-Triazin-2(1H)-one, 4,6-diamino-",Herbicide,645-92-1,"1,270,494",MASBWURJQFFLOO-UHFFFAOYSA-N,"4,6-Diamino-1,3,5-triazin-2(1H)-one",SIGMA-ALDRICH,45613-250MG,,CHEBI:28646
CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,"InChI=1S/C18H20Cl2/c1-3-13-5-9-15(10-6-13)17(18(19)20)16-11-7-14(4-2)8-12-16/h5-12,17-18H,3-4H2,1-2H3",QFMDFTQOJHFVNR-UHFFFAOYSA-N,555764,"p,p'-Ethyl-DDD",Insecticide,72-56-0,"3,060,942",QFMDFTQOJHFVNR-UHFFFAOYSA-N,"1,1'-(2,2-Dichloroethane-1,1-diyl)bis(4-ethylbenzene)",SIGMA-ALDRICH,45615-250MG,CHEMBL551883,
CCN(CC)C(=O)\C(Cl)=C(\C)OP(=O)(OC)OC,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,"InChI=1S/C10H19ClNO5P/c1-6-12(7-2)10(13)9(11)8(3)17-18(14,15-4)16-5/h6-7H2,1-5H3",RGCLLPNLLBQHPF-UHFFFAOYSA-N,555765,Phosphamidon,Insecticide,13171-21-6,"2,990,689",RGCLLPNLLBQHPF-UHFFFAOYSA-N,3-Chloro-4-(diethylamino)-4-oxobut-2-en-2-yl dimethyl phosphate,SIGMA-ALDRICH,45622-100MG,CHEMBL1892391,
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,YFGYUFNIOHWBOB-UHFFFAOYSA-N,555767,Pirimicarb,Insecticide,23103-98-2,"238,143",YFGYUFNIOHWBOB-UHFFFAOYSA-N,"2-(Dimethylamino)-5,6-dimethylpyrimidin-4-yl dimethylcarbamate",SIGMA-ALDRICH,45627-250MG,CHEMBL1870931,CHEBI:8248
CCOP(=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,"InChI=1S/C13H24N3O3PS/c1-6-16(7-2)13-14-11(5)10-12(15-13)19-20(21,17-8-3)18-9-4/h10H,6-9H2,1-5H3",TZBPRYIIJAJUOY-UHFFFAOYSA-N,555768,Pirimiphos-ethyl,Insecticide,23505-41-1,"3,331,276",TZBPRYIIJAJUOY-UHFFFAOYSA-N,"O-[2-(Diethylamino)-6-methylpyrimidin-4-yl] O,O-diethyl phosphorothioate",SIGMA-ALDRICH,45628-250MG,CHEMBL1315977,CHEBI:82146
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,"InChI=1S/C15H16Cl3N3O2/c1-2-4-20(15(22)21-5-3-19-10-21)6-7-23-14-12(17)8-11(16)9-13(14)18/h3,5,8-10H,2,4,6-7H2,1H3",TVLSRXXIMLFWEO-UHFFFAOYSA-N,555769,Prochloraz,Fungicide,67747-09-05,"3,750,308",TVLSRXXIMLFWEO-UHFFFAOYSA-N,"N-Propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]-1H-imidazole-1-carboxamide",SIGMA-ALDRICH,45631-250MG,CHEMBL522782,CHEBI:8434
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,"InChI=1S/C11H15BrClO3PS/c1-3-7-18-17(14,15-4-2)16-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3",QYMMJNLHFKGANY-UHFFFAOYSA-N,555770,Profenofos,Insecticide,41198-08-07,"3,719,351",QYMMJNLHFKGANY-UHFFFAOYSA-N,O-(4-Bromo-2-chlorophenyl) O-ethyl S-propyl phosphorothioate,SIGMA-ALDRICH,45632-250MG,CHEMBL2138242,
CCCN(CC1CC1)c2c(cc(cc2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C14H16F3N3O4/c1-2-5-18(8-9-3-4-9)13-11(19(21)22)6-10(14(15,16)17)7-12(13)20(23)24/h6-7,9H,2-5,8H2,1H3",ITVQAKZNYJEWKS-UHFFFAOYSA-N,555771,Profluralin,Herbicide,26399-36-0,"3,471,093",ITVQAKZNYJEWKS-UHFFFAOYSA-N,"N-(Cyclopropylmethyl)-2,6-dinitro-N-propyl-4-(trifluoromethyl)aniline",SIGMA-ALDRICH,45633-100MG,CHEMBL1256764,CHEBI:82191
CNC(=O)Oc1cc(C)cc(c1)C(C)C,CNC(=O)Oc1cc(C)cc(C(C)C)c1,"InChI=1S/C12H17NO2/c1-8(2)10-5-9(3)6-11(7-10)15-12(14)13-4/h5-8H,1-4H3,(H,13,14)",DTAPQAJKAFRNJB-UHFFFAOYSA-N,555772,Promecarb,Insecticide,2631-37-0,"2,071,259",DTAPQAJKAFRNJB-UHFFFAOYSA-N,3-Methyl-5-(propan-2-yl)phenyl methylcarbamate,SIGMA-ALDRICH,45634-50MG,CHEMBL1076537,CHEBI:82096
