CAS Number,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
1026680-07-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
205678-31-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
944842-54-0,CASRN,DTXSID70241504,Decernotinib,CCC(C)(NC1=NC(=NC=C1)C1=CNC2=C1C=CC=N2)C(=O)NCC(F)(F)F
348086-71-5,CASRN,DTXSID70188344,Pritelivir,CN(C(=O)CC1=CC=C(C=C1)C1=CC=CC=N1)C1=NC(C)=C(S1)S(N)(=O)=O
1169562-71-3,CASRN,DTXSID601337268,BMS 863233,N/A
85409-38-7,CASRN,DTXSID50234616,Rilmenidine phosphate,OP(O)(O)=O.C1CC1C(NC1=NCCO1)C1CC1
1604810-83-4(free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
55224-05-0,CASRN,DTXSID801031707,"Erythromycin A cyclic 11,12-carbonate",[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H]2OC(=O)O[C@]2(C)[C@@H](CC)OC(=O)[C@@H]1C
1168091-68-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
910462-43-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
194423-06-8,CASRN,DTXSID401236539,N-[4-[(3-Bromophenyl)amino]-6-quinazolinyl]-2-butynamide,CC#CC(=O)NC1=CC=C2N=CN=C(NC3=CC=CC(Br)=C3)C2=C1
1297538-32-9,CASRN,DTXSID101027953,Darolutamide,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O
1056901-62-2,CASRN,DTXSID401357145,(1S)-2-Amino-1-(4-chlorophenyl)-1-[4-(1H-pyrazol-4-yl)phenyl]ethan-1-ol,NCC(O)(C1=CC=C(Cl)C=C1)C1=CC=C(C=C1)C1=CNN=C1
1116743-46-4,CASRN,DTXSID901031348,SAR-125844,FC1=CC=C(C=C1)C1=NN2C(SC3=CC=C4N=C(NC(=O)NCCN5CCOCC5)SC4=C3)=NN=C2C=C1
1256388-51-8,CASRN,DTXSID90154829,Ledipasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC=C(N1)C1=CC2=C(C=C1)C1=C(C=C(C=C1)C1=CC3=C(C=C1)N=C(N3)[C@@H]1[C@H]3CC[C@H](C3)N1C(=O)[C@@H](NC(=O)OC)C(C)C)C2(F)F
16611-84-0,CASRN,DTXSID00168078,6-Pentadecylsalicylic acid,CCCCCCCCCCCCCCCC1=C(C(O)=O)C(O)=CC=C1
792173-99-0,CASRN,DTXSID901356447,"1-(2-Methyl-1,3-benzoxazol-6-yl)-3-(1,5-naphthyridin-4-yl)urea",CC1=NC2=C(O1)C=C(NC(=O)NC1=CC=NC3=CC=CN=C13)C=C2
1208315-24-5,CASRN,DTXSID801025710,3-(5-(4-(1H-Imidazol-1-yl)phenyl)-1-(4-carbamoyl-2-methylphenyl)-1H-pyrrol-2-yl)propanoic acid,CC1=C(C=CC(=C1)C(N)=O)N1C(CCC(O)=O)=CC=C1C1=CC=C(C=C1)N1C=CN=C1
21293-29-8,CASRN,DTXSID0036766,(+)-(S)-Abscisic acid,C\C(\C=C\[C@@]1(O)C(C)=CC(=O)CC1(C)C)=C\C(O)=O
1206161-97-8,CASRN,DTXSID80152935,Filgotinib,O=C(NC1=NN2C(C=CC=C2C2=CC=C(CN3CCS(=O)(=O)CC3)C=C2)=N1)C1CC1
1448724-09-1,CASRN,DTXSID201108994,"trans-N1-[7-(2-Methyl-2H-tetrazol-5-yl)-2-(phenylmethyl)-9H-pyrimido[4,5-b]indol-4-yl]-1,4-cyclohexanediamine",CN1N=NC(=N1)C1=CC2=C(C=C1)C1=C(N2)N=C(CC2=CC=CC=C2)N=C1N[C@H]1CC[C@H](N)CC1
685898-44-6,CASRN,DTXSID00218688,PX478,Cl.Cl.N[C@@H](CC1=CC=C(C=C1)[N+]([O-])(CCCl)CCCl)C(O)=O
1450655-76-1,CASRN,DTXSID101101440,"N-[(1,2-Dihydro-4-methoxy-6-methyl-2-oxo-3-pyridinyl)methyl]-1-[1-[1-(ethylsulfonyl)-4-piperidinyl]ethyl]-2-methyl-1H-indole-3-carboxamide",CCS(=O)(=O)N1CCC(CC1)C(C)N1C(C)=C(C(=O)NCC2=C(OC)C=C(C)NC2=O)C2=CC=CC=C12
254964-60-8,CASRN,DTXSID90180183,Tasquinimod,COC1=CC=CC2=C1C(O)=C(C(=O)N(C)C1=CC=C(C=C1)C(F)(F)F)C(=O)N2C
1271738-62-5,CASRN,DTXSID40716734,"4-[4-(5,5-Dimethyl-4,5-dihydro-1,3-thiazol-2-yl)piperazin-1-yl]-6-propylthieno[2,3-d]pyrimidine",CCCC1=CC2=C(N=CN=C2S1)N1CCN(CC1)C1=NCC(C)(C)S1
627536-09-8,CASRN,DTXSID60438042,SD-208,FC1=C(C=C(Cl)C=C1)C1=NC2=NC=CN=C2C(NC2=CC=NC=C2)=N1
1038915-73-9,CASRN,DTXSID801026487,Niraparib tosylate,CC1=CC=C(C=C1)S(O)(=O)=O.NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1
202914-84-9,CASRN,DTXSID60174170,Lomitapide mesylate,CS(O)(=O)=O.FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=CC=CC=C2C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12
1369761-01-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
182431-12-5,CASRN,DTXSID50171294,Lomitapide,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=CC=CC=C2C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12
377090-84-1,CASRN,DTXSID401020706,SU 9516,COC1=CC=C2NC(=O)\C(=C/C3=CN=CN3)C2=C1
1809784-29-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
18550-98-6,CASRN,DTXSID701348103,(2E)-3-(3-Pyridinyl)-1-(4-pyridinyl)-2-propen-1-one,O=C(\C=C\C1=CN=CC=C1)C1=CC=NC=C1
934526-89-3,CASRN,DTXSID701025731,2-Amino-N-[3-[[[3-[(2-chloro-5-methoxyphenyl)amino]-2-quinoxalinyl]amino]sulfonyl]phenyl]-2-methylpropanamide,COC1=CC(NC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C2=CC=CC(NC(=O)C(C)(C)N)=C2)=C(Cl)C=C1
934493-76-2,CASRN,DTXSID701025755,"2-Amino-8-ethyl-4-methyl-6-(1H-pyrazol-3-yl)pyrido[2,3-d]pyrimidin-7(8H)-one",CCN1C(=O)C(=CC2=C(C)N=C(N)N=C12)C1=NNC=C1
1338545-07-5,CASRN,DTXSID101357184,"9-{4-[(2R)-1-(Dimethylamino)propan-2-yl]phenyl}-8-hydroxy-6-methylthieno[2,3-c]quinolin-4(5H)-one hydrogen chloride (1:1)",Cl.C[C@@H](CN(C)C)C1=CC=C(C=C1)C1=C(O)C=C(C)C2=C1C1=C(SC=C1)C(=O)N2
1303607-60-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
944118-01-8,CASRN,DTXSID801319101,Peficitinib,NC(=O)C1=CN=C2NC=CC2=C1N[C@H]1[C@H]2CC3C[C@@H]1CC(O)(C3)C2
182498-32-4,CASRN,DTXSID20397383,sb 225002,OC1=C(NC(=O)NC2=CC=CC=C2Br)C=CC(=C1)[N+]([O-])=O
1338540-63-8(free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
1061353-68-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1073154-85-4,CASRN,DTXSID901025937,N-Methyl-4-((4-(((3-(methyl(methylsulfonyl)amino)pyrazin-2-yl)methyl)amino)-5-(trifluoromethyl)pyrimidin-2-yl)amino)benzamide,CNC(=O)C1=CC=C(NC2=NC(NCC3=NC=CN=C3N(C)S(C)(=O)=O)=C(C=N2)C(F)(F)F)C=C1
1439399-58-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1802175-06-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
459789-99-2,CASRN,DTXSID20196671,Obeticholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
169939-93-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1265229-25-1,CASRN,DTXSID301357142,[5-Amino-1-(2-methyl-1H-benzimidazol-6-yl)-1H-pyrazol-4-yl](1H-indol-2-yl)methanone,CC1=NC2=C(N1)C=C(C=C2)N1N=CC(C(=O)C2=CC3=CC=CC=C3N2)=C1N
215543-92-3,CASRN,DTXSID90415361,su5402,CC1=CNC(\C=C2/C(=O)NC3=CC=CC=C23)=C1CCC(O)=O
477-47-4,CASRN,DTXSID80197245,Picropodophyllin,[H][C@]12COC(=O)[C@@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O
1474034-05-3,CASRN,DTXSID101138251,"N-(2-Cyano-3,12-dioxo-28-noroleana-1,9(11)-dien-17-yl)-2,2-difluoropropanamide",[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)[C@]2([H])C(=O)C=C2[C@@]1(C)CC[C@@]1([H])C(C)(C)C(=O)C(=C[C@]21C)C#N)NC(=O)C(C)(F)F
1313725-88-0,CASRN,DTXSID801111016,Savolitinib,C[C@H](N1N=NC2=NC=C(N=C12)C1=CN(C)N=C1)C1=CN2C=CN=C2C=C1
936623-90-4,CASRN,DTXSID50239500,Sacubitril/valsartan,O.O.O.O.O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O.CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O.CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O.CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
162520-00-5,CASRN,DTXSID501025654,"2-(((2E,6E)-3,7,11-Trimethyl-2,6,10-dodecatrienyl)sulfanyl)benzoic acid",CC(C)=CCC\C(C)=C\CC\C(C)=C\CSC1=CC=CC=C1C(O)=O
71203-35-5,CASRN,DTXSID201046017,GTPase Inhibitor,N/A
431898-65-6,CASRN,DTXSID00433238,PS-1145,ClC1=CC2=C(NC3=C2C=CN=C3)C(NC(=O)C2=CN=CC=C2)=C1
1352226-88-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1627494-13-6,CASRN,DTXSID001352155,"8-[(1R)-1-(3,5-Difluoroanilino)ethyl]-N,N-dimethyl-2-(4-morpholinyl)-4-oxo-4H-chromene-6-carboxamide",C[C@@H](NC1=CC(F)=CC(F)=C1)C1=CC(=CC2=C1OC(=CC2=O)N1CCOCC1)C(=O)N(C)C
1082949-67-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1082949-68-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1392136-43-4,CASRN,DTXSID301022535,Verdinexor,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=CC=CC=N2)C=N1)C(F)(F)F
474645-27-7,CASRN,DTXSID101028844,Monomethyl auristatin E,[H][C@]([C@@H](C)CC)([C@@H](CC(=O)N1CCC[C@@]1([H])[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)C1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C
5608-24-2,CASRN,DTXSID50204637,"2,2-bis(hydroxymethyl)-1-azabicyclo(2,2,2,)octan-3-one",[H]C12CCN(CC1)C(CO)(CO)C2=O
5291-32-7,CASRN,DTXSID401164013,2-(Hydroxymethyl)-2-(methoxymethyl)-1-azabicyclo[2.2.2]octan-3-one,COCC1(CO)N2CCC(CC2)C1=O
953769-46-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
90417-38-2,CASRN,DTXSID20238166,Nu 1025,CC1=NC(=O)C2=C(N1)C(O)=CC=C2
1227163-84-9,CASRN,DTXSID701351996,(1S)-1-[2-(Difluoromethyl)-4-pyridinyl]-4-fluoro-1-[3-(5-pyrimidinyl)phenyl]-1H-isoindol-3-amine,NC1=N[C@@](C2=C1C(F)=CC=C2)(C1=CC=CC(=C1)C1=CN=CN=C1)C1=CC=NC(=C1)C(F)F
244240-24-2,CASRN,DTXSID101017390,"(Z)-2-Cyano-N-(2,5-dibromophenyl)-3-hydroxybut-2-enamide",C\C(O)=C(/C#N)C(=O)NC1=C(Br)C=CC(Br)=C1
1194961-19-7 (free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
193551-21-2,CASRN,DTXSID90274455,SB 239063,COC1=NC=CC(=N1)C1=C(N=CN1C1CCC(O)CC1)C1=CC=C(F)C=C1
1616391-65-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
218924-25-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1254053-43-4,CASRN,DTXSID701027949,Gilteritinib,CCC1=C(NC2CCOCC2)N=C(NC2=CC(OC)=C(C=C2)N2CCC(CC2)N2CCN(C)CC2)C(=N1)C(N)=O
110117-83-4,CASRN,DTXSID40911500,1-Methyltryptophan,[H][C@@](N)(CC1=CN(C)C2=CC=CC=C12)C(O)=O
789-61-7,CASRN,DTXSID4021345,beta-Thioguanosine deoxyriboside,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=S)N1
1236208-20-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
915769-50-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1051375-10-0,CASRN,DTXSID50146982,GSK-1265744,C[C@H]1CO[C@@H]2CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N12
143664-11-3,CASRN,DTXSID90162489,Elacridar,COC1=CC=CC2=C1NC1=C(C=CC=C1C(=O)NC1=CC=C(CCN3CCC4=CC(OC)=C(OC)C=C4C3)C=C1)C2=O
254750-02-2,CASRN,DTXSID10180160,Emricasan,C[C@H](NC(=O)C(=O)NC1=CC=CC=C1C(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)COC1=C(F)C(F)=CC(F)=C1F
55779-48-1,CASRN,DTXSID80204342,Coelenterazine,OC1=CC=C(CC2=NC3=C(CC4=CC=CC=C4)NC(=CN3C2=O)C2=CC=C(O)C=C2)C=C1
557795-19-4,CASRN,DTXSID1041134,Sunitinib,CCN(CC)CCNC(=O)C1C(C)=NC(\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C
863127-77-9,CASRN,DTXSID50235486,Dasatinib monohydrate,O.CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=N1)N1CCN(CCO)CC1
117048-59-6,CASRN,DTXSID101025983,"3,4,5-Trimethoxy-3'-hydroxy-4'-methoxystilbene",COC1=CC(\C=C/C2=CC(O)=C(OC)C=C2)=CC(OC)=C1OC
23110-15-8,CASRN,DTXSID7040736,Fumagillin,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O
357166-30-4,CASRN,DTXSID10189239,Pemetrexed sodium hydrate (2:4:5),O.O.O.O.O.[Na+].[Na+].[Na+].[Na+].NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N1.NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N1
183321-74-6,CASRN,DTXSID8046454,Erlotinib,COCCOC1=CC2=NC=NC(NC3=CC=CC(=C3)C#C)=C2C=C1OCCOC
148408-66-6,CASRN,DTXSID80872444,Docetaxel trihydrate,O.O.O.[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
1093403-33-8,CASRN,DTXSID00648729,"4-Methyl-N-(2-{3-[(morpholin-4-yl)methyl]imidazo[2,1-b][1,3]thiazol-6-yl}phenyl)-2-(pyridin-3-yl)-1,3-thiazole-5-carboxamide",CC1=C(SC(=N1)C1=CN=CC=C1)C(=O)NC1=CC=CC=C1C1=CN2C(CN3CCOCC3)=CSC2=N1
1431326-61-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1401966-69-5 (free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
945614-12-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
902135-91-5,CASRN,DTXSID50648517,"4-(2,6-Dichlorobenzamido)-N-(piperidin-4-yl)-1H-pyrazole-5-carboxamide--hydrogen chloride (1/1)",Cl.ClC1=CC=CC(Cl)=C1C(=O)NC1=C(NN=C1)C(=O)NC1CCNCC1
850140-73-7,CASRN,DTXSID701027713,Afatinib dimaleate,[H]\C(=C(/[H])C(O)=O)C(O)=O.[H]\C(=C(/[H])C(O)=O)C(O)=O.CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1
1334298-90-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1608125-21-8,CASRN,DTXSID501046373,N-[(1S)-1-[7-Fluoro-2-(2-pyridinyl)-3-quinolinyl]ethyl]-9H-purin-6-amine,C[C@H](NC1=NC=NC2=C1NC=N2)C1=CC2=CC=C(F)C=C2N=C1C1=NC=CC=C1
1628317-18-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1029044-16-3,CASRN,DTXSID301026482,Pexidartinib,FC(F)(F)C1=NC=C(CNC2=CC=C(CC3=CNC4=C3C=C(Cl)C=N4)C=N2)C=C1
1538604-68-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1700663-41-7(free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
1508250-71-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
68392-35-8,CASRN,DTXSID3037094,4-Hydroxytamoxifen,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
58749-22-7,CASRN,DTXSID10904181,Licochalcone A,COC1=C(\C=C\C(=O)C2=CC=C(O)C=C2)C=C(C(O)=C1)C(C)(C)C=C
21919-05-01,Searched by Synonym: Found 0 results,N/A,N/A,N/A
161552-03-0(free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
1032008-74-4,CASRN,DTXSID10145698,Endoxifen hydrochloride,Cl.CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1
1454682-72-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1207293-36-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
250612-42-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1341200-45-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
491833-29-5,CASRN,DTXSID20964175,"N-[(1R,2R)-2-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2-hydroxy-1-(1-pyrrolidinylmethyl)ethyl]octanamide",CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC2=C(OCCO2)C=C1
869886-67-9,CASRN,DTXSID601025683,N-[(1S)-1-(3-Chlorophenyl)-2-hydroxyethyl]-4-[5-chloro-2-(propan-2-ylamino)pyridin-4-yl]-1H-pyrrole-2-carboxamide,[H]C(CO)(NC(=O)C1=CC(=CN1)C1=CC(NC(C)C)=NC=C1Cl)C1=CC(Cl)=CC=C1
1365888-06-7,CASRN,DTXSID701336037,Brilanestrant,CC\C(=C(\C1=CC=C(\C=C\C(O)=O)C=C1)C1=CC=C2NN=CC2=C1)C1=CC=C(F)C=C1Cl
379270-37-8,CASRN,DTXSID50958941,Tenofovir alafenamide,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1
16980-89-5,CASRN,DTXSID60937686,"Sodium N-(9-{6-[(butanoyloxy)methyl]-2-hydroxy-2-oxotetrahydro-2H-2lambda~5~-furo[3,4-d][1,3,2]dioxaphosphol-4-yl}-9H-purin-6-yl)butanimidate",[Na+].[H][C@]1(COC(=O)CCC)O[C@@]([H])(N2C=NC3=C(N=C([O-])CCC)N=CN=C23)[C@]2([H])OP(O)(=O)O[C@]12[H]
64224-21-1,CASRN,DTXSID7021079,Oltipraz,CC1=C(SSC1=S)C1=CN=CC=N1
32619-42-4,CASRN,DTXSID60905103,Oleuropein,[H][C@@]1(O[C@@H]2OC=C([C@@H](CC(=O)OCCC3=CC(O)=C(O)C=C3)\C2=C/C)C(=O)OC)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1313363-54-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
136553-81-6,CASRN,DTXSID70929476,Cyclo(Trp-Asp-Pro-Val-Leu),CC(C)C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC1=O)C(C)C
1228013-30-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1228013-15-7,CASRN,DTXSID101351998,"1-Ethyl-7-[2-methyl-6-(1H-1,2,4-triazol-3-yl)-3-pyridinyl]-3,4-dihydropyrazino[2,3-b]pyrazin-2(1H)-one",CCN1C(=O)CNC2=NC=C(N=C12)C1=C(C)N=C(C=C1)C1=NC=NN1
1015474-32-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
35807-85-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1204669-58-8,CASRN,DTXSID201318248,Epacadostat,NS(=O)(=O)NCCNC1=NON=C1\C(NC1=CC(Br)=C(F)C=C1)=N\O
142273-20-9,CASRN,DTXSID10161994,"9-Bromo-7,12-dihydroindolo(3,2-d)(1)benzazepin-6(5H)-one",BrC1=CC2=C(NC3=C2CC(=O)NC2=CC=CC=C32)C=C1
393105-53-8,CASRN,DTXSID30192548,Tiplasinin,OC(=O)C(=O)C1=CN(CC2=CC=CC=C2)C2=C1C=C(C=C2)C1=CC=C(OC(F)(F)F)C=C1
724741-75-7,CASRN,DTXSID70359693,4-[[(4-tert-butylphenyl)sulfonylamino]methyl]-N-pyridin-3-ylbenzamide,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NCC1=CC=C(C=C1)C(=O)NC1=CN=CC=C1
173897-44-4,CASRN,DTXSID40609036,"4-[(1R)-1-Aminoethyl]-N-(1H-pyrrolo[2,3-b]pyridin-4-yl)benzamide--hydrogen chloride (1/2)",Cl.Cl.C[C@@H](N)C1=CC=C(C=C1)C(=O)NC1=C2C=CNC2=NC=C1
911417-87-3,CASRN,DTXSID80238425,2-[3-[4-(1H-Indazol-5-ylamino)-2-quinazolinyl]phenoxy]-N-(1-methylethyl)acetamide,CC(C)NC(=O)COC1=CC=CC(=C1)C1=NC2=CC=CC=C2C(NC2=CC3=C(NN=C3)C=C2)=N1
1254036-71-9,CASRN,DTXSID601352008,"6-(1H-Indol-4-yl)-4-{5-[(4-isopropyl-1-piperazinyl)methyl]-1,3-oxazol-2-yl}-1H-indazole",CC(C)N1CCN(CC2=CN=C(O2)C2=CC(=CC3=C2C=NN3)C2=CC=CC3=C2C=CN3)CC1
1254036-66-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
141400-58-0,CASRN,DTXSID50875689,2-(sec-Butyldisulfanyl)-1H-imidazole,CCC(C)SSC1=NC=CN1
1306760-87-1,CASRN,DTXSID501026488,Ozanimod,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=CC=CC2=C1CC[C@@H]2NCCO)C#N
738606-46-7,CASRN,DTXSID401027952,Bempedoic acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O
125314-13-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
227947-06-0,CASRN,DTXSID30400170,BADGE-H2O-HCl,CC(C)(C1=CC=C(OCC(O)CO)C=C1)C1=CC=C(OCC(O)CCl)C=C1
1223405-08-0,CASRN,DTXSID401026485,Larotrectinib sulfate,OS(O)(=O)=O.O[C@H]1CCN(C1)C(=O)NC1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=C(F)C=CC(F)=C1
1616632-77-9,CASRN,DTXSID701356572,"2,4,6,7,8,9-Hexahydro-4-[(2-methylphenyl)methyl]-7-(phenylmethyl)imidazo[1,2-a]pyrido[3,4-e]pyrimidin-5(1H)-one",CC1=CC=CC=C1CN1C2=NCCN2C2=C(CN(CC3=CC=CC=C3)CC2)C1=O
1393466-87-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1620576-64-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
301353-96-8,CASRN,DTXSID70385472,"1-Anilino-3-(3,6-dibromo-9H-carbazol-9-yl)-2-propanol",OC(CNC1=CC=CC=C1)CN1C2=C(C=C(Br)C=C2)C2=C1C=CC(Br)=C2
1626387-80-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
159182-43-1,CASRN,DTXSID901104874,4-[[(Hexylamino)carbonyl]amino]-N-[4-[2-[[(2S)-2-hydroxy-3-(4-hydroxyphenoxy)propyl]amino]ethyl]phenyl]benzenesulfonamide,CCCCCCNC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(CCNC[C@H](O)COC2=CC=C(O)C=C2)C=C1
259793-96-9,CASRN,DTXSID60948878,6-Fluoro-3-hydroxypyrazine-2-carboxamide,NC(=O)C1=NC(F)=CN=C1O
83280-65-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
223387-75-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
62717-42-4,CASRN,DTXSID20936175,SKF 38393 hydrochloride,Cl.OC1=C(O)C=C2C(CNCCC2=C1)C1=CC=CC=C1
887375-67-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1108743-60-7,CASRN,DTXSID101026450,Entrectinib,CN1CCN(CC1)C1=CC(NC2CCOCC2)=C(C=C1)C(=O)NC1=NNC2=C1C=C(CC1=CC(F)=CC(F)=C1)C=C2
130495-35-1,CASRN,DTXSID70926763,1-{2-(4-Methoxyphenyl)-2-[3-(4-methoxyphenyl)propoxy]ethyl}-1H-imidazole,Cl.COC1=CC=C(CCCOC(CN2C=CN=C2)C2=CC=C(OC)C=C2)C=C1
1316214-52-4,CASRN,DTXSID40157148,Ricolinostat,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1
1372540-25-4,CASRN,DTXSID10160124,GSK-2636771,CC1=NC2=C(C=C(C=C2N1CC1=C(C)C(=CC=C1)C(F)(F)F)N1CCOCC1)C(O)=O
196868-63-0,CASRN,DTXSID30173352,PQ-401,COC1=C(NC(=O)NC2=CC(C)=NC3=CC=CC=C23)C=C(Cl)C=C1
438190-29-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
